244,286,2.5
243,286,2.5
286,241,3.5
286,245,3.5
286,246,3.5
241,271,4.5
245,271,4.5
246,271,4.5
271,138,5.5
138,160,7.5
160,96,9.5
160,9,9.5
160,102,9.5
160,101,9.5
96,52,10.5
9,52,10.5
102,52,10.5
101,52,10.5
96,287,10.5
9,287,10.5
102,287,10.5
101,287,10.5
52,100,11.5
287,100,11.5
52,111,11.5
287,111,11.5
52,139,11.5
287,139,11.5
52,219,11.5
287,219,11.5
52,112,11.5
287,112,11.5
52,129,11.5
287,129,11.5
52,123,11.5
287,123,11.5
52,8,11.5
287,8,11.5
52,107,11.5
287,107,11.5
52,178,11.5
287,178,11.5
52,223,11.5
287,223,11.5
100,143,12.5
111,143,12.5
139,143,12.5
219,143,12.5
112,143,12.5
129,143,12.5
123,143,12.5
8,143,12.5
107,143,12.5
178,143,12.5
223,143,12.5
100,103,12.5
111,103,12.5
139,103,12.5
219,103,12.5
112,103,12.5
129,103,12.5
123,103,12.5
8,103,12.5
107,103,12.5
178,103,12.5
223,103,12.5
100,118,12.5
111,118,12.5
139,118,12.5
219,118,12.5
112,118,12.5
129,118,12.5
123,118,12.5
8,118,12.5
107,118,12.5
178,118,12.5
223,118,12.5
100,83,12.5
111,83,12.5
139,83,12.5
219,83,12.5
112,83,12.5
129,83,12.5
123,83,12.5
8,83,12.5
107,83,12.5
178,83,12.5
223,83,12.5
100,87,12.5
111,87,12.5
139,87,12.5
219,87,12.5
112,87,12.5
129,87,12.5
123,87,12.5
8,87,12.5
107,87,12.5
178,87,12.5
223,87,12.5
100,130,12.5
111,130,12.5
139,130,12.5
219,130,12.5
112,130,12.5
129,130,12.5
123,130,12.5
8,130,12.5
107,130,12.5
178,130,12.5
223,130,12.5
100,148,12.5
111,148,12.5
139,148,12.5
219,148,12.5
112,148,12.5
129,148,12.5
123,148,12.5
8,148,12.5
107,148,12.5
178,148,12.5
223,148,12.5
100,7,12.5
111,7,12.5
139,7,12.5
219,7,12.5
112,7,12.5
129,7,12.5
123,7,12.5
8,7,12.5
107,7,12.5
178,7,12.5
223,7,12.5
100,135,12.5
111,135,12.5
139,135,12.5
219,135,12.5
112,135,12.5
129,135,12.5
123,135,12.5
8,135,12.5
107,135,12.5
178,135,12.5
223,135,12.5
100,85,12.5
111,85,12.5
139,85,12.5
219,85,12.5
112,85,12.5
129,85,12.5
123,85,12.5
8,85,12.5
107,85,12.5
178,85,12.5
223,85,12.5
100,225,12.5
111,225,12.5
139,225,12.5
219,225,12.5
112,225,12.5
129,225,12.5
123,225,12.5
8,225,12.5
107,225,12.5
178,225,12.5
223,225,12.5
100,46,12.5
111,46,12.5
139,46,12.5
219,46,12.5
112,46,12.5
129,46,12.5
123,46,12.5
8,46,12.5
107,46,12.5
178,46,12.5
223,46,12.5
100,149,12.5
111,149,12.5
139,149,12.5
219,149,12.5
112,149,12.5
129,149,12.5
123,149,12.5
8,149,12.5
107,149,12.5
178,149,12.5
223,149,12.5
100,270,12.5
111,270,12.5
139,270,12.5
219,270,12.5
112,270,12.5
129,270,12.5
123,270,12.5
8,270,12.5
107,270,12.5
178,270,12.5
223,270,12.5
143,267,13.5
103,267,13.5
118,267,13.5
83,267,13.5
87,267,13.5
130,267,13.5
148,267,13.5
7,267,13.5
135,267,13.5
85,267,13.5
225,267,13.5
46,267,13.5
149,267,13.5
270,267,13.5
143,274,13.5
103,274,13.5
118,274,13.5
83,274,13.5
87,274,13.5
130,274,13.5
148,274,13.5
7,274,13.5
135,274,13.5
85,274,13.5
225,274,13.5
46,274,13.5
149,274,13.5
270,274,13.5
143,278,13.5
103,278,13.5
118,278,13.5
83,278,13.5
87,278,13.5
130,278,13.5
148,278,13.5
7,278,13.5
135,278,13.5
85,278,13.5
225,278,13.5
46,278,13.5
149,278,13.5
270,278,13.5
143,224,13.5
103,224,13.5
118,224,13.5
83,224,13.5
87,224,13.5
130,224,13.5
148,224,13.5
7,224,13.5
135,224,13.5
85,224,13.5
225,224,13.5
46,224,13.5
149,224,13.5
270,224,13.5
143,222,13.5
103,222,13.5
118,222,13.5
83,222,13.5
87,222,13.5
130,222,13.5
148,222,13.5
7,222,13.5
