246,78,4.0
245,78,4.0
246,46,4.0
245,46,4.0
246,47,4.0
245,47,4.0
246,149,4.0
245,149,4.0
246,73,4.0
245,73,4.0
78,48,7.0
46,48,7.0
47,48,7.0
149,48,7.0
73,48,7.0
78,123,7.0
46,123,7.0
47,123,7.0
149,123,7.0
73,123,7.0
78,139,7.0
46,139,7.0
47,139,7.0
149,139,7.0
73,139,7.0
48,54,8.5
123,54,8.5
139,54,8.5
48,138,8.5
123,138,8.5
139,138,8.5
48,13,8.5
123,13,8.5
139,13,8.5
48,286,8.5
123,286,8.5
139,286,8.5
54,2,10.0
138,2,10.0
13,2,10.0
286,2,10.0
2,199,12.5
199,293,15.0
199,8,15.0
199,144,15.0
199,111,15.0
199,283,15.0
199,218,15.0
199,219,15.0
199,112,15.0
199,100,15.0
293,129,16.5
8,129,16.5
144,129,16.5
111,129,16.5
283,129,16.5
218,129,16.5
219,129,16.5
112,129,16.5
100,129,16.5
293,160,16.5
8,160,16.5
144,160,16.5
111,160,16.5
283,160,16.5
218,160,16.5
219,160,16.5
112,160,16.5
100,160,16.5
293,274,16.5
8,274,16.5
144,274,16.5
111,274,16.5
283,274,16.5
218,274,16.5
219,274,16.5
112,274,16.5
100,274,16.5
293,223,16.5
8,223,16.5
144,223,16.5
111,223,16.5
283,223,16.5
218,223,16.5
219,223,16.5
112,223,16.5
100,223,16.5
293,177,16.5
8,177,16.5
144,177,16.5
111,177,16.5
283,177,16.5
218,177,16.5
219,177,16.5
112,177,16.5
100,177,16.5
293,151,16.5
8,151,16.5
144,151,16.5
111,151,16.5
283,151,16.5
218,151,16.5
219,151,16.5
112,151,16.5
100,151,16.5
129,200,17.5
160,200,17.5
274,200,17.5
223,200,17.5
177,200,17.5
151,200,17.5
129,254,17.5
160,254,17.5
274,254,17.5
223,254,17.5
177,254,17.5
151,254,17.5
200,0,18.5
254,0,18.5
0,277,19.5
277,267,20.5
277,222,20.5
277,284,20.5
267,4,21.5
222,4,21.5
284,4,21.5
4,148,23.0
148,238,24.5
238,118,28.5
118,79,32.5
