244,245,3.0
244,246,3.0
245,287,5.5
246,287,5.5
287,243,7.5
243,59,9.0
59,138,12.5
59,123,12.5
138,139,15.5
123,139,15.5
138,218,15.5
123,218,15.5
138,144,15.5
123,144,15.5
138,219,15.5
123,219,15.5
138,283,15.5
123,283,15.5
139,131,16.5
218,131,16.5
144,131,16.5
219,131,16.5
283,131,16.5
131,129,17.5
129,160,19.0
129,223,19.0
160,286,21.5
223,286,21.5
286,73,23.5
73,100,25.0
73,107,25.0
73,108,25.0
100,44,28.5
107,44,28.5
108,44,28.5
44,54,35.5
44,177,35.5
44,156,35.5
54,103,42.5
177,103,42.5
156,103,42.5
54,101,42.5
177,101,42.5
156,101,42.5
54,102,42.5
177,102,42.5
156,102,42.5
103,149,45.5
101,149,45.5
102,149,45.5
