CC3F,SD2A,1.5
GM16A2,SD2A,1.5
GM16A1,SD2A,1.5
GM16B,SD2A,1.5
GM33,SD2A,1.5
GM5,SD2A,1.5
GM2,SD2A,1.5
GM18,SD2A,1.5
PS3,SD2A,1.5
O67A,SD2A,1.5
O54,SD2A,1.5
O45B1,SD2A,1.5
O45B,SD2A,1.5
O45A,SD2A,1.5
O28C,SD2A,1.5
O70A,SD2A,1.5
O16C,SD2A,1.5
GM20B,SD2A,1.5
GM20B2,SD2A,1.5
CN7B,SD2A,1.5
CN6B,SD2A,1.5
CN5B,SD2A,1.5
MR24,SD2A,1.5
MR10_0,SD2A,1.5
GM43A,SD2A,1.5
GM20B1,SD2A,1.5
GM41A,SD2A,1.5
GM25A2,SD2A,1.5
GM25A1,SD2A,1.5
GM25,SD2A,1.5
GM22A2,SD2A,1.5
GM22A1,SD2A,1.5
GM22,SD2A,1.5
GM40A,SD2A,1.5
PR27A,SD2A,1.5
PR21B,SD2A,1.5
PR20B1,SD2A,1.5
CC39_1,SD2A,1.5
CC29_1,SD2A,1.5
CC3T,SD2A,1.5
CC3S,SD2A,1.5
CC3O,SD2A,1.5
CC3N,SD2A,1.5
CC44,SD2A,1.5
CC3L,SD2A,1.5
CC3H,SD2A,1.5
CC3G,SD2A,1.5
EA35A,SD2A,1.5
CC3D,SD2A,1.5
CC3B,SD2A,1.5
CC3A,SD2A,1.5
CC3J,SD2A,1.5
CC72,SD2A,1.5
CC73,SD2A,1.5
CC79,SD2A,1.5
PR20B,SD2A,1.5
PR20A,SD2A,1.5
PR11,SD2A,1.5
PR9,SD2A,1.5
PR7,SD2A,1.5
PR5A,SD2A,1.5
TB21A,SD2A,1.5
N47A,SD2A,1.5
N44A,SD2A,1.5
N32A,SD2A,1.5
N31,SD2A,1.5
N17C,SD2A,1.5
N16B,SD2A,1.5
N16A,SD2A,1.5
CC80,SD2A,1.5
CN7C,SD2A,1.5
CN7C_101,SD2A,1.5
CN7C_102,SD2A,1.5
CN7C_103,SD2A,1.5
PT59B_5,SD2A,1.5
PT57A1,SD2A,1.5
DM20,SD2A,1.5
DM1_15,SD2A,1.5
SA47A,SD2A,1.5
SA44A,SD2A,1.5
PT64A,SD2A,1.5
SA43A,SD2A,1.5
SA19B1,SD2A,1.5
SA19B,SD2A,1.5
SA19A,SD2A,1.5
SA8B1,SD2A,1.5
SA8B,SD2A,1.5
SA8A,SD2A,1.5
SA20C,SD2A,1.5
PT119,SD2A,1.5
PT119A,SD2A,1.5
PT120,SD2A,1.5
EA29A,SD2A,1.5
EA26B1,SD2A,1.5
EA26A,SD2A,1.5
EA22A,SD2A,1.5
EA19B1,SD2A,1.5
EA19B,SD2A,1.5
EA19A,SD2A,1.5
EA15A,SD2A,1.5
EA12B1,SD2A,1.5
EA12A,SD2A,1.5
PT59B,SD2A,1.5
PT120A,SD2A,1.5
PT55C,SD2A,1.5
PT256A,SD2A,1.5
PT246A,SD2A,1.5
CD37A,SD2A,1.5
SU68B,SD2A,1.5
CD20A,SD2A,1.5
ACD18C1,SD2A,1.5
CH6CA,SD2A,1.5
CH6B,SD2A,1.5
CH2C,SD2A,1.5
CH2B,SD2A,1.5
CH2A,SD2A,1.5
DA36_3C,SD2A,1.5
AD3B,SD2A,1.5
CN7_2A,SD2A,1.5
CN7C_109,SD2A,1.5
CN7C_108,SD2A,1.5
CN7C_107,SD2A,1.5
CN7C_106,SD2A,1.5
CN7C_105,SD2A,1.5
CN7C_104,SD2A,1.5
CN7C_110,SD2A,1.5
AD3B1,SD2A,1.5
AD4A,SD2A,1.5
AD14A,SD2A,1.5
CD7B,SD2A,1.5
OD26A,SD2A,1.5
OD23A,SD2A,1.5
OD12A,SD2A,1.5
OD4A,SD2A,1.5
OD3B1,SD2A,1.5
OD3B,SD2A,1.5
AD32B1,SD2A,1.5
AD43_1H,SD2A,1.5
AD43_1C,SD2A,1.5
AD43_1A,SD2A,1.5
AD33A,SD2A,1.5
AD32B,SD2A,1.5
AD28A,SD2A,1.5
AD25A,SD2A,1.5
CD18B,SD2A,1.5
SU30A,SD2A,1.5
EA37A,SD2A,1.5
SU2A,SD2A,1.5
SP13C1,SD2A,1.5
SP20,SD2A,1.5
SP27A,SD2A,1.5
SP38A,SD2A,1.5
SP41A,SD2A,1.5
SO3A,SD2A,1.5
ASO3B1,SD2A,1.5
ASO6B1,SD2A,1.5
SO18A,SD2A,1.5
SO25A,SD2A,1.5
SO36A,SD2A,1.5
SO39A,SD2A,1.5
AG26B1,SD2A,1.5
AG3A,SD2A,1.5
SP13A1,SD2A,1.5
AAG3B1,SD2A,1.5
AG17B,SD2A,1.5
AG24A,SD2A,1.5
AG35A,SD2A,1.5
AG38A,SD2A,1.5
M19D,SD2A,1.5
SU15B1,SD2A,1.5
D42,SD2A,1.5
G56A,SD2A,1.5
G59A,SD2A,1.5
D47,SD2A,1.5
M18B,SD2A,1.5
IED18B,SD2A,1.5
IED22A,SD2A,1.5
M48A,SD2A,1.5
AAG6A1,SD2A,1.5
IED30A,SD2A,1.5
SP11C1,SD2A,1.5
SP9C1,SD2A,1.5
IR7A,SD2A,1.5
IR20A,SD2A,1.5
M33A,SD2A,1.5
IR20B1,SD2A,1.5
IR21C,SD2A,1.5
IR56A,SD2A,1.5
IR68A,SD2A,1.5
IR71A,SD2A,1.5
PD7A,SD2A,1.5
PD7B1,SD2A,1.5
PD9A,SD2A,1.5
PD9B1,SD2A,1.5
PD10D,SD2A,1.5
PD15,SD2A,1.5
SP11A1,SD2A,1.5
PD16E,SD2A,1.5
PD37A,SD2A,1.5
PD50A,SD2A,1.5
PD62A,SD2A,1.5
PD65A,SD2A,1.5
PD7B,SD2A,1.5
PD9B,SD2A,1.5
PD21,SD2A,1.5
SP3A1,SD2A,1.5
SP3C1,SD2A,1.5
SP5A1,SD2A,1.5
SP5C1,SD2A,1.5
SP7A1,SD2A,1.5
SP7C1,SD2A,1.5
SP9A1,SD2A,1.5
PD21B1,SD2A,1.5
IED33A,SD2A,1.5
IED29A,SD2A,1.5
SD3A,SD2A,1.5
CC3F,M6C,1.5
GM16A2,M6C,1.5
GM16A1,M6C,1.5
GM16B,M6C,1.5
GM33,M6C,1.5
GM5,M6C,1.5
GM2,M6C,1.5
GM18,M6C,1.5
PS3,M6C,1.5
O67A,M6C,1.5
O54,M6C,1.5
O45B1,M6C,1.5
O45B,M6C,1.5
O45A,M6C,1.5
O28C,M6C,1.5
O70A,M6C,1.5
O16C,M6C,1.5
GM20B,M6C,1.5
GM20B2,M6C,1.5
CN7B,M6C,1.5
CN6B,M6C,1.5
CN5B,M6C,1.5
MR24,M6C,1.5
MR10_0,M6C,1.5
GM43A,M6C,1.5
GM20B1,M6C,1.5
GM41A,M6C,1.5
GM25A2,M6C,1.5
GM25A1,M6C,1.5
GM25,M6C,1.5
GM22A2,M6C,1.5
GM22A1,M6C,1.5
GM22,M6C,1.5
GM40A,M6C,1.5
PR27A,M6C,1.5
PR21B,M6C,1.5
PR20B1,M6C,1.5
CC39_1,M6C,1.5
CC29_1,M6C,1.5
CC3T,M6C,1.5
CC3S,M6C,1.5
CC3O,M6C,1.5
CC3N,M6C,1.5
CC44,M6C,1.5
CC3L,M6C,1.5
CC3H,M6C,1.5
CC3G,M6C,1.5
EA35A,M6C,1.5
